"WID","login_count","level","playcount_sum","playtime_sum","recent_date","mode"
W19345,1563,55,176,83114,2023-06-05,1
W19345,1563,55,1,2844,2023-03-17,2
W19435,1184,56,149,103962,2023-06-30,4
W19435,1184,56,843,297614,2023-06-30,5
W19435,1184,56,1918,1075336,2023-06-30,3
W19435,1184,56,854,425386,2023-06-30,1
W19435,1184,56,1,2162,2023-04-17,2
W19751,961,51,19,10366,2023-06-27,4
W19751,961,51,766,598638,2023-06-30,3
W19751,961,51,10,3155,2023-06-30,5
W19751,961,51,2,931,2023-05-10,1
W10009,1,1,1,963,2022-01-01,3
W10012,1,1,2,815,2022-01-01,1
W10012,1,1,3,1148,2022-01-01,5
W10012,1,1,3,681,2022-01-01,3
W10015,3,1,1,1601,2022-01-01,3
W10031,6,1,2,1329,2022-01-01,3
W10046,2,1,6,1265,2022-01-02,5
W10047,3,1,2,1472,2022-01-02,3
W10079,3,1,1,94,2022-01-02,5
W10083,7,1,3,1451,2022-01-05,3
W10097,2,1,2,361,2022-01-03,5
W10132,2,1,8,3343,2022-01-04,3
W10138,1,1,1,0,2022-01-04,3
W10159,1,1,2,2139,2022-01-05,3
W10179,3,1,1,272,2022-01-05,5
W10185,1,1,1,1584,2022-01-06,3
W10194,4,1,1,60,2022-01-06,3
W10222,1,1,1,161,2022-01-07,3
W10223,2,1,2,976,2022-01-07,3
W10226,2,1,3,2368,2022-01-07,3
W10229,4,1,1,521,2022-01-14,3
W10240,5,1,2,2143,2022-01-08,3
W10249,1,1,1,1634,2022-01-07,3
W10276,3,1,1,1793,2022-01-08,3
W10279,3,1,1,269,2022-01-08,1
W10279,3,1,1,511,2022-01-08,3
W10320,1,1,1,1501,2022-01-09,3
W10327,2,1,3,3153,2022-01-09,3
W10356,1,1,1,1540,2022-01-10,3
W10358,1,1,4,5640,2022-01-10,3
W10364,1,1,1,319,2022-01-10,5
W10384,3,1,1,725,2022-01-11,3
W10388,1,1,1,216,2022-01-11,3
W10418,3,1,3,3602,2022-01-11,3
W10431,2,1,1,1717,2022-01-12,3
W10432,1,1,2,2010,2022-01-12,3
W10450,2,1,1,814,2022-01-13,3
W10459,21,1,5,5811,2022-08-26,3
W10463,3,1,1,299,2022-01-13,3
W10463,3,1,1,89,2022-01-13,4
W10469,3,1,3,2116,2022-01-13,4
W10470,1,1,1,1802,2022-01-13,4
W10471,2,1,4,4323,2022-01-13,4
W10472,1,1,1,1002,2022-01-13,3
W10481,2,1,3,1849,2022-01-13,3
W10502,14,1,1,624,2022-01-14,4
W10525,2,1,2,695,2022-01-15,4
W10537,4,1,3,1625,2022-03-28,4
W10538,2,1,1,519,2022-01-15,4
W10557,6,1,1,557,2022-01-15,4
W10560,1,1,1,1709,2022-01-15,4
W10566,5,1,4,3903,2022-01-17,4
W10566,5,1,1,1410,2022-01-18,3
W10566,5,1,3,867,2022-01-18,5
W10569,3,1,2,1225,2022-01-16,4
W10578,1,1,2,3216,2022-01-16,4
W10587,3,1,1,662,2022-01-19,4
W10588,3,1,1,582,2022-01-16,4
W10599,4,1,2,825,2022-01-16,3
W10602,4,1,1,609,2022-05-30,4
W10605,2,1,1,1614,2022-01-17,4
W10608,2,1,1,686,2022-01-17,4
W10625,7,1,1,459,2022-01-17,4
W10636,3,1,1,1615,2022-01-18,4
W10642,5,1,1,89,2022-06-16,4
W10653,16,1,2,1034,2022-01-18,3
W10656,4,1,1,776,2022-01-18,4
W10666,4,1,1,90,2022-01-19,4
W10670,18,1,2,1440,2022-01-19,4
W10674,5,1,1,0,2022-01-20,4
W10683,2,1,1,1623,2022-01-20,4
W10695,2,1,1,1470,2022-01-29,4
W10699,4,1,1,89,2022-02-21,4
W10705,5,1,1,89,2022-01-20,4
W10708,4,1,1,1421,2022-01-20,3
W10708,4,1,2,1527,2022-01-20,4
W10721,5,1,1,589,2022-01-21,3
W10723,2,1,1,942,2022-01-21,4
W10726,2,1,1,1561,2022-01-21,4
W10727,2,1,2,2062,2022-01-21,4
W10729,3,1,4,2369,2022-01-21,4
W10737,3,1,1,438,2022-01-21,4
W10739,10,1,1,679,2022-01-24,4
W10749,4,1,2,1919,2022-01-23,4
W10758,9,1,3,2996,2022-01-22,4
W10766,2,1,1,1506,2022-01-22,4
W10770,3,1,1,478,2022-10-04,4
W10778,4,1,1,510,2022-01-22,3
W10795,3,1,2,2067,2022-01-25,4
W10798,3,1,1,0,2022-01-23,3
W10798,3,1,3,2469,2022-01-23,4
W10801,5,1,1,916,2022-01-23,4
W10802,2,1,1,1038,2022-01-25,4
W10806,1,1,1,1585,2022-01-23,4
W10812,16,1,1,792,2023-02-02,4
W10814,3,1,1,530,2022-01-23,4
W10814,3,1,4,5067,2022-01-23,3
W10818,3,1,1,0,2022-01-23,4
W10820,3,1,1,1441,2022-01-23,4
W10847,3,1,2,1995,2022-01-24,4
W10848,1,1,1,1552,2022-01-24,4
W10854,7,1,1,620,2022-01-24,4
W10866,2,1,1,1643,2022-01-25,4
W10869,2,1,1,723,2022-01-25,4
W10869,2,1,2,1281,2022-01-25,3
W10871,3,1,2,1082,2022-01-30,4
W10874,4,1,1,712,2022-01-25,3
W10874,4,1,1,89,2022-01-25,4
W10877,2,1,2,850,2022-01-25,4
W10884,3,1,1,488,2022-01-25,4
W10888,1,1,5,2124,2022-01-25,4
W10896,5,1,1,582,2022-01-25,4
W10899,6,1,1,697,2022-01-26,4
W10908,3,1,1,544,2022-01-26,4
W10908,3,1,2,2845,2022-01-26,3
W10922,2,1,3,1177,2022-01-26,5
W10925,1,1,1,375,2022-01-26,4
W10932,9,1,1,1563,2022-01-26,4
W10944,3,1,2,1134,2022-01-27,4
W10954,2,1,1,846,2022-01-27,4
W10976,1,1,1,1692,2022-01-28,4
W10988,4,1,1,842,2022-01-28,4
W10994,7,1,1,1658,2022-03-14,4
W10996,2,1,3,3916,2022-11-14,4
W11012,3,1,2,834,2022-02-01,4
W11028,1,1,1,1524,2022-01-29,4
W11030,2,1,1,1573,2022-01-29,4
W11031,7,1,1,535,2022-01-29,3
W11046,8,1,2,1545,2022-01-30,3
W11052,4,1,1,1524,2022-03-26,4
W11054,1,1,2,884,2022-01-30,4
W11060,2,1,2,2497,2022-01-30,4
W11064,3,1,1,1239,2022-01-30,4
W11066,1,1,1,1503,2022-01-30,4
W11067,2,1,1,1601,2022-01-30,4
W11072,2,1,1,963,2022-01-30,4
W11072,2,1,2,1430,2022-01-30,1
W11073,3,1,1,89,2022-01-30,4
W11082,3,1,5,4820,2022-01-30,4
W11088,4,1,1,563,2022-01-30,3
W11101,1,1,1,1601,2022-01-31,4
W11107,2,1,1,940,2022-01-31,4
W11113,3,1,2,2018,2022-01-31,4
W11128,1,1,2,3130,2022-02-01,4
W11137,2,1,2,3106,2022-02-10,4
W11140,3,1,3,2356,2022-07-03,4
W11151,1,1,3,2392,2022-02-01,4
W11155,1,1,1,1617,2022-02-01,4
W11164,2,1,6,9381,2022-02-01,3
W11168,2,1,3,3883,2022-02-01,3
W11169,9,1,1,90,2022-02-01,4
W11170,2,1,1,60,2022-02-01,4
W11178,5,1,1,1510,2022-05-07,4
W11182,3,1,2,3109,2022-02-02,4
W11183,2,1,1,1715,2022-02-02,4
W11188,2,1,1,1389,2022-02-02,4
W11194,2,1,2,1739,2022-02-02,4
W11205,1,1,1,653,2022-02-02,4
W11206,2,1,1,144,2022-02-02,4
W11210,5,1,3,3163,2022-02-02,4
W11216,4,1,1,89,2022-02-02,4
W11217,2,1,1,0,2022-02-02,4
W11227,5,1,4,1880,2022-02-04,4
W11237,2,1,2,2328,2022-02-03,4
W11239,3,1,2,1819,2022-02-03,3
W11279,4,1,1,523,2022-02-04,4
W11283,5,1,1,1344,2022-02-04,4
W11283,5,1,2,835,2022-02-04,3
W11287,2,1,1,1542,2022-02-04,3
W11287,2,1,1,0,2022-02-04,4
W11291,3,1,1,1468,2022-02-05,4
W11292,2,1,7,9369,2022-02-05,4
W11329,5,1,1,459,2022-02-06,4
W11332,3,1,1,236,2022-02-14,4
W11350,6,1,1,89,2022-02-06,4
W11355,2,1,1,1567,2022-02-06,4
W11356,9,1,1,597,2022-02-08,4
W11360,2,1,3,4387,2022-02-06,4
W11363,1,1,1,458,2022-02-06,4
W11366,3,1,1,187,2022-02-07,4
W11377,5,1,1,606,2022-02-07,4
W11379,3,1,1,976,2022-02-07,4
W11380,3,1,1,1272,2022-02-07,4
W11390,1,1,1,1664,2022-02-07,4
W11393,2,1,1,1590,2022-02-07,4
W11395,29,1,1,0,2022-02-08,4
W11401,6,1,3,1490,2022-02-08,4
W11412,4,1,3,1088,2022-02-07,4
W11413,28,1,1,449,2022-02-08,4
W11414,2,1,1,1806,2022-02-08,4
W11416,3,1,1,391,2022-02-17,4
W11418,4,1,1,1103,2022-02-09,4
W11423,5,1,1,1213,2022-02-07,4
W11425,7,1,1,497,2022-02-08,4
W11432,2,1,1,761,2022-02-08,4
W11448,1,1,2,1376,2022-02-08,3
W11465,3,1,1,0,2022-03-16,4
W11482,3,1,2,2111,2022-02-09,4
W11483,5,1,1,445,2022-02-09,4
W11492,3,1,1,584,2022-02-10,4
W11493,4,1,1,630,2022-02-10,3
W11493,4,1,2,221,2022-02-10,4
W11532,3,1,1,1051,2022-04-08,4
W11534,19,1,5,2527,2022-02-15,4
W11543,2,1,1,0,2022-02-11,4
W11547,1,1,1,1626,2022-02-11,4
W11550,7,1,1,613,2022-02-11,4
W11562,1,1,1,1545,2022-02-12,4
W11572,1,1,2,2098,2022-02-12,4
W11580,1,1,1,1581,2022-02-12,4
W11584,9,1,1,649,2022-02-13,4
W11593,7,1,1,387,2022-02-12,3
W11600,2,1,2,3159,2022-03-26,4
W11609,1,1,1,1622,2022-02-13,4
W11611,2,1,1,1522,2022-02-13,4
W11626,2,1,1,1519,2022-02-13,4
W11653,1,1,2,3159,2022-02-14,4
W11655,5,1,2,3301,2022-02-19,4
W11665,6,1,1,602,2022-02-14,4
W11671,3,1,1,89,2023-05-05,4
W11679,6,1,1,90,2022-02-21,4
W11681,1,1,1,1549,2022-02-15,4
W11693,4,1,1,435,2022-03-22,4
W11707,5,1,1,1506,2022-02-16,3
W11714,3,1,1,752,2022-02-16,4
W11716,7,1,1,546,2022-02-16,4
W11718,4,1,2,607,2022-02-16,3
W11724,4,1,1,499,2022-02-16,4
W11730,8,1,1,353,2022-02-16,5
W11741,5,1,1,0,2022-02-16,4
W11750,5,1,2,1374,2022-07-10,4
W11750,5,1,1,834,2022-07-10,3
W11751,3,1,1,610,2022-02-16,3
W11751,3,1,1,589,2022-02-16,4
W11753,6,1,1,667,2022-02-17,4
W11754,3,1,1,465,2022-02-17,3
W11754,3,1,1,559,2022-02-17,4
W11757,3,1,1,452,2022-03-12,4
W11765,1,1,4,2119,2022-02-17,4
W11767,17,1,2,2135,2022-02-17,4
W11771,2,1,1,1577,2022-02-17,4
W11772,3,1,2,2399,2022-02-17,4
W11775,2,1,1,0,2022-02-17,4
W11777,11,1,1,564,2022-02-19,4
W11783,1,1,1,1506,2022-02-17,4
W11785,2,1,1,979,2022-02-17,4
W11794,5,1,1,595,2022-02-18,4
W11796,2,1,1,44,2022-02-17,4
W11804,3,1,1,1537,2022-02-18,4
W11808,1,1,2,1591,2022-02-18,4
W11810,4,1,1,1221,2022-02-18,3
W11811,7,1,1,453,2022-02-18,4
W11818,3,1,1,104,2022-02-18,4
W11827,2,1,1,129,2022-02-18,3
W11831,5,1,3,2562,2022-02-18,3
W11844,1,1,1,648,2022-02-19,4
W11846,2,1,2,2352,2022-02-19,4
W11870,5,1,1,89,2022-02-19,4
W11884,1,1,1,1545,2022-02-20,4
W11916,3,1,1,89,2022-02-20,4
W11927,2,1,1,89,2022-02-23,4
W11929,4,1,1,374,2022-02-21,5
W11932,1,1,1,183,2022-02-21,4
W11945,10,1,2,1009,2022-04-04,4
W11947,4,1,1,89,2022-02-26,4
W11950,4,1,3,3331,2022-02-23,4
W11962,1,1,1,1612,2022-02-21,4
W11964,2,1,1,737,2022-03-01,4
W11965,18,1,4,2066,2022-03-04,4
W11980,3,1,2,1539,2022-02-22,3
W11981,2,1,7,1388,2022-02-22,3
W11982,2,1,1,1721,2022-02-22,4
W11983,2,1,1,89,2022-02-22,4
W11991,16,1,2,707,2022-02-22,4
W12000,7,1,1,60,2022-02-23,4
W12013,10,1,2,573,2022-02-23,4
W12023,2,1,1,790,2022-02-23,3
W12043,2,1,1,862,2022-02-24,4
W12063,1,1,1,1549,2022-02-24,4
W12087,6,1,1,89,2022-02-26,4
W12100,1,1,4,3580,2022-02-26,4
W12101,5,1,1,60,2022-02-26,4
W12104,1,1,2,2754,2022-02-26,4
W12115,1,1,1,1546,2022-02-26,4
W12121,2,1,1,60,2022-02-26,4
W12125,2,1,1,1602,2022-02-26,4
W12126,4,1,2,2893,2022-02-26,4
W12139,16,1,1,520,2022-03-01,4
W12145,2,1,2,1855,2022-02-27,4
W12150,5,1,1,534,2022-02-27,4
W12154,1,1,1,948,2022-02-27,4
W12156,10,1,1,0,2022-02-27,4
W12167,1,1,3,2638,2022-02-27,4
W12170,2,1,1,641,2022-09-10,4
W12186,2,1,2,2220,2022-02-28,4
W12187,4,1,4,957,2022-02-28,4
W12190,2,1,1,161,2022-02-28,3
W12192,6,1,1,0,2022-02-28,3
W12201,1,1,4,2659,2022-02-28,4
W12208,3,1,1,1532,2022-02-28,4
W12218,26,1,1,451,2022-06-16,4
W12234,4,1,1,89,2022-03-02,4
W12240,2,1,1,541,2022-03-02,4
W12244,19,1,2,1317,2022-03-03,1
W12244,19,1,1,626,2022-03-03,3
W12256,4,1,1,433,2022-03-20,4
W12257,2,1,1,1504,2022-03-02,4
W12258,2,1,1,1591,2022-03-02,4
W12262,4,1,1,1069,2022-03-02,4
W12262,4,1,2,1563,2022-03-02,3
W12266,5,1,1,358,2022-03-02,4
W12281,2,1,1,1314,2022-03-04,4
W12282,4,1,1,552,2022-03-03,3
W12283,5,1,1,1411,2022-03-03,1
W12296,3,1,3,3069,2022-03-03,4
W12297,1,1,1,1628,2022-03-03,4
W12311,6,1,1,25,2022-03-04,1
W12311,6,1,1,1651,2022-03-04,4
W12313,3,1,1,476,2022-03-04,3
W12315,1,1,1,1514,2022-03-04,4
W12319,9,1,1,153,2022-03-04,4
W12320,5,1,1,1351,2022-03-05,4
W12322,3,1,1,1031,2022-03-04,4
W12334,2,1,1,0,2022-03-05,4
W12349,4,1,1,501,2022-03-05,5
W12349,4,1,1,307,2022-03-05,3
W12351,2,1,1,173,2022-03-05,5
W12361,3,1,1,1533,2022-03-21,4
W12383,10,1,3,1293,2022-03-06,5
W12392,1,1,2,2055,2022-03-06,4
W12404,4,1,1,395,2022-03-06,4
W12424,3,1,1,1423,2022-03-07,3
W12427,2,1,1,877,2022-03-08,3
W12427,2,1,1,1332,2022-03-08,4
W12432,3,1,1,1697,2022-03-08,4
W12435,5,1,3,3133,2022-03-12,4
W12440,2,1,1,1598,2022-03-08,4
W12453,3,1,1,627,2022-03-08,3
W12464,2,1,1,779,2022-03-09,3
W12464,2,1,1,1872,2022-03-09,4
W12465,4,1,1,89,2022-03-09,4
W12465,4,1,2,2938,2022-03-09,3
W12466,2,1,1,1168,2022-03-09,1
W12470,1,1,1,1541,2022-03-09,4
W12478,3,1,1,521,2022-03-10,4
W12485,2,1,1,1632,2022-03-09,4
W12489,7,1,1,513,2022-03-09,4
W12497,2,1,1,1614,2022-03-10,4
W12515,2,1,1,688,2022-03-10,3
W12522,2,1,1,653,2022-03-10,4
W12528,3,1,2,1385,2022-03-11,4
W12541,4,1,1,120,2022-03-11,5
W12557,8,1,1,747,2022-03-12,4
W12568,4,1,1,0,2022-03-12,4
W12584,6,1,1,1581,2022-03-12,4
W12589,3,1,1,763,2022-03-12,3
W12594,4,1,1,0,2022-03-19,4
W12606,1,1,1,1533,2022-03-12,4
W12609,15,1,1,528,2022-03-13,4
W12610,1,1,2,1783,2022-03-13,4
W12615,2,1,2,2526,2022-03-13,4
W12619,2,1,1,650,2022-03-13,3
W12638,4,1,1,144,2022-03-13,4
W12647,3,1,1,552,2022-03-15,4
W12656,4,1,1,1257,2022-03-14,3
W12656,4,1,1,1666,2022-03-14,4
W12661,23,1,1,577,2022-03-14,4
W12664,4,1,1,466,2022-04-19,4
W12674,2,1,1,1555,2022-03-14,4
W12679,1,1,2,1886,2022-03-15,4
W12685,5,1,1,0,2022-03-22,4
W12689,1,1,1,1523,2022-03-15,4
W12699,4,1,1,501,2022-03-16,4
W12707,2,1,2,3212,2022-03-16,4
W12716,1,1,1,1579,2022-03-16,4
W12723,3,1,1,1254,2022-03-16,4
W12727,2,1,1,1472,2022-03-16,4
W12732,2,1,7,2712,2022-03-17,4
W12738,3,1,2,1665,2022-03-17,4
W12746,10,1,1,0,2022-03-23,4
W12747,1,1,2,2009,2022-03-17,4
W12748,3,1,1,89,2022-04-21,4
W12750,3,1,2,2069,2022-03-17,4
W12757,1,1,1,1601,2022-03-18,4
W12769,2,1,1,235,2022-03-18,4
W12785,7,1,3,1842,2022-07-09,4
W12795,4,1,2,983,2022-03-18,3
W12795,4,1,2,3109,2022-03-18,4
W12802,2,1,2,2477,2022-05-07,4
W12806,9,1,1,1485,2022-03-19,4
W12807,3,1,1,551,2022-04-01,4
W12815,2,1,2,976,2022-03-19,4
W12819,16,1,1,1021,2022-03-23,4
W12836,1,1,1,1621,2022-03-20,4
W12839,2,1,2,2622,2022-03-20,4
W12845,1,1,1,1759,2022-03-20,4
W12846,7,1,1,601,2022-04-03,4
W12852,1,1,3,3782,2022-03-20,4
W12855,3,1,1,60,2022-03-20,4
W12856,5,1,1,1206,2022-03-20,4
W12859,6,1,1,635,2022-03-22,4
W12862,3,1,1,517,2022-03-21,4
W12865,3,1,1,1413,2022-03-21,4
W12867,1,1,1,1030,2022-03-21,4
W12875,4,1,2,1846,2023-06-13,4
W12887,1,1,3,2850,2022-03-21,4
W12890,2,1,1,542,2022-04-04,4
W12891,9,1,1,543,2022-03-22,4
W12894,2,1,1,1116,2022-03-22,4
W12895,2,1,1,545,2022-03-22,4
W12918,6,1,1,801,2022-03-23,4
W12928,4,1,3,2271,2022-09-11,4
W12931,12,1,1,468,2022-03-23,4
W12936,5,1,1,89,2022-03-23,4
W12940,2,1,1,738,2022-03-23,4
W12944,3,1,1,139,2022-03-23,4
W12947,5,1,1,0,2022-03-24,4
W12958,1,1,1,1478,2022-03-24,4
W12975,2,1,1,500,2022-03-24,4
W12976,2,1,1,489,2022-03-24,4
W12981,1,1,2,3167,2022-03-25,4
W12987,1,1,2,3035,2022-03-25,4
W12993,2,1,1,699,2022-03-25,4
W12999,3,1,1,508,2022-04-03,4
W13009,3,1,1,1584,2022-03-26,4
W13013,3,1,2,2112,2022-03-30,4
W13043,2,1,1,1258,2022-03-27,4
W13045,3,1,1,89,2022-04-22,4
W13051,4,1,1,437,2022-03-27,4
W13055,5,1,1,1211,2022-03-28,4
W13056,2,1,1,403,2022-03-27,4
W13060,4,1,2,2104,2022-03-27,4
W13074,1,1,1,420,2022-03-28,4
W13090,4,1,2,456,2022-03-29,4
W13099,9,1,1,370,2022-03-29,4
W13100,1,1,1,1544,2022-03-29,4
W13109,7,1,3,2170,2022-04-06,4
W13117,3,1,1,834,2022-03-31,4
W13123,1,1,3,3394,2022-03-30,4
W13129,1,1,1,1608,2022-03-30,4
W13132,3,1,1,2087,2022-03-30,4
W13142,3,1,1,0,2022-03-31,4
W13152,2,1,1,1543,2022-03-31,4
W13155,2,1,1,535,2022-03-31,4
W13157,3,1,1,90,2022-03-31,4
W13158,1,1,1,1825,2022-03-31,4
W13163,5,1,2,2934,2022-04-04,4
W13170,2,1,2,1939,2022-04-01,4
W13174,1,1,1,1556,2022-04-01,4
W13176,5,1,4,3132,2022-04-01,4
W13193,3,1,1,1546,2022-04-02,4
W13206,2,1,1,503,2022-04-02,4
W13214,3,1,1,1578,2022-04-02,4
W13228,1,1,1,1551,2022-04-03,4
W13231,2,1,1,1677,2022-04-03,4
W13235,11,1,2,1368,2022-04-03,4
W13240,3,1,2,904,2022-07-08,4
W13243,2,1,3,4788,2022-04-03,4
W13249,1,1,1,945,2022-04-04,4
W13250,2,1,1,267,2022-04-04,4
W13256,1,1,1,970,2022-04-04,4
W13259,5,1,1,533,2022-04-04,4
W13270,4,1,1,601,2022-04-05,5
W13279,2,1,1,1510,2022-04-05,4
W13284,5,1,2,894,2022-04-05,4
W13293,3,1,1,0,2022-04-05,4
W13295,7,1,1,1544,2022-04-05,4
W13296,22,1,5,2975,2022-04-21,4
W13299,4,1,2,1585,2022-04-05,4
W13302,3,1,1,839,2022-04-09,4
W13309,2,1,1,479,2022-05-12,4
W13310,2,1,1,472,2022-04-06,4
W13314,4,1,1,601,2022-04-06,5
W13331,2,1,1,1575,2022-04-07,4
W13335,4,1,1,406,2022-04-07,4
W13336,4,1,1,512,2022-04-07,4
W13343,1,1,1,477,2022-04-07,4
W13350,1,1,1,1608,2022-04-08,4
W13356,2,1,1,709,2022-04-11,4
W13365,4,1,1,1201,2022-04-08,4
W13369,3,1,1,803,2022-04-08,4
W13370,3,1,1,1687,2022-04-08,4
W13371,4,1,1,1559,2022-04-08,4
W13375,6,1,1,0,2022-04-17,4
W13379,1,1,1,415,2022-04-09,4
W13383,6,1,1,463,2022-04-09,4
W13390,8,1,2,786,2022-05-03,4
W13393,9,1,2,2148,2022-04-22,4
W13394,1,1,1,1008,2022-04-09,4
W13396,10,1,2,1131,2022-06-18,4
W13397,1,1,1,1461,2022-04-09,4
W13398,6,1,1,552,2022-12-16,4
W13401,15,1,4,2943,2022-04-11,4
W13412,2,1,1,1533,2022-04-10,4
W13425,2,1,1,1439,2022-04-10,4
W13443,2,1,1,1269,2022-04-11,4
W13444,1,1,1,1582,2022-04-11,4
W13448,4,1,2,1151,2022-04-12,4
W13450,2,1,1,1502,2022-04-11,4
W13468,5,1,3,1769,2022-04-12,4
W13474,2,1,1,1662,2022-04-11,4
W13480,1,1,1,1523,2022-04-12,4
W13506,3,1,1,0,2022-09-02,4
W13516,5,1,2,820,2022-04-13,4
W13519,23,1,1,1437,2022-04-13,4
W13523,4,1,1,629,2022-04-13,4
W13548,2,1,2,1799,2022-04-14,4
W13554,7,1,3,2900,2022-04-14,4
W13561,2,1,1,1635,2022-04-14,4
W13562,5,1,1,749,2022-04-14,4
W13575,1,1,1,1529,2022-04-15,4
W13582,2,1,1,986,2022-04-15,4
W13588,10,1,1,1398,2022-05-01,4
W13589,7,1,2,903,2022-04-15,4
W13600,2,1,2,2525,2022-04-16,4
W13637,3,1,1,665,2022-04-17,4
W13642,3,1,1,1214,2022-04-17,4
W13649,5,1,2,2711,2022-04-20,4
W13669,2,1,2,1194,2022-04-18,4
W13681,3,1,1,89,2022-04-19,4
W13682,5,1,2,206,2022-04-18,4
W13683,8,1,1,89,2022-05-09,4
W13691,2,1,1,1306,2022-04-19,4
W13697,3,1,2,1853,2022-04-19,4
W13714,5,1,1,700,2022-04-21,4
W13718,4,1,1,715,2022-04-22,4
W13719,16,1,1,531,2022-04-21,4
W13721,8,1,3,1196,2022-05-15,4
W13723,9,1,1,434,2022-04-20,4
W13724,8,1,3,2059,2022-04-21,4
W13724,8,1,5,1627,2022-04-22,5
W13725,7,1,1,1455,2022-04-20,4
W13727,4,1,1,1688,2022-04-20,4
W13732,4,1,1,435,2022-04-21,1
W13734,5,1,1,775,2022-04-21,4
W13744,5,1,1,638,2022-04-21,4
W13750,4,1,4,2755,2022-04-21,4
W13762,5,1,4,2914,2022-04-22,4
W13774,1,1,1,1573,2022-04-22,4
W13776,1,1,1,580,2022-04-22,4
W13783,1,1,1,1499,2022-04-23,4
W13793,4,1,3,2512,2022-04-25,4
W13800,5,1,1,762,2022-04-30,4
W13802,5,1,1,883,2022-04-21,4
W13802,5,1,1,1498,2022-04-23,3
W13807,11,1,2,1813,2022-05-17,4
W13807,11,1,4,1969,2022-05-17,5
W13825,12,1,2,2407,2022-04-24,4
W13831,19,1,1,554,2022-05-30,4
W13843,5,1,2,1415,2022-04-30,4
W13845,1,1,1,102,2022-04-25,4
W13852,5,1,1,1405,2022-04-25,3
W13852,5,1,4,3661,2022-04-25,4
W13854,4,1,1,417,2022-04-28,4
W13856,5,1,1,817,2022-04-26,4
W13860,6,1,2,792,2022-04-26,4
W13862,4,1,2,870,2022-04-26,4
W13871,7,1,1,1535,2022-04-26,4
W13875,4,1,1,669,2022-04-26,4
W13880,5,1,1,458,2022-04-27,4
W13886,4,1,2,1515,2022-05-09,4
W13887,3,1,1,412,2022-04-27,1
W13887,3,1,2,2099,2022-04-27,4
W13896,1,1,1,1512,2022-04-28,4
W13901,4,1,1,504,2022-04-28,4
W13904,3,1,3,3003,2022-04-28,4
W13913,2,1,1,707,2022-04-29,4
W13915,1,1,1,1512,2022-04-29,4
W13916,132,1,2,2026,2023-05-11,4
W13926,3,1,1,1680,2022-04-29,4
W13938,5,1,1,962,2022-04-29,4
W13964,5,1,3,1226,2022-04-30,4
W13966,10,1,1,474,2022-05-01,4
W13979,3,1,1,1530,2022-05-01,4
W13989,4,1,1,1060,2022-05-01,4
W13996,9,1,1,519,2022-05-02,4
W13998,2,1,1,1268,2023-02-11,4
W14000,3,1,1,189,2022-05-01,4
W14006,1,1,1,1527,2022-05-01,4
W14012,1,1,1,1643,2022-05-02,4
W14022,5,1,1,535,2022-05-02,4
W14033,3,1,1,453,2022-05-03,4
W14035,4,1,1,364,2022-05-03,5
W14036,4,1,1,1056,2022-05-03,4
W14043,10,1,1,1409,2022-07-17,4
W14049,3,1,2,2901,2022-05-03,4
W14058,5,1,1,60,2022-05-04,4
W14063,2,1,1,115,2022-05-04,4
W14067,3,1,1,413,2022-05-04,4
W14074,26,1,4,3827,2022-05-05,4
W14084,1,1,1,1525,2022-05-05,4
W14087,8,1,1,814,2022-05-05,4
W14088,4,1,1,565,2022-05-05,4
W14089,1,1,1,795,2022-05-05,4
W14098,3,1,2,2450,2022-05-06,4
W14099,6,1,2,2680,2022-05-05,4
W14100,6,1,2,1212,2022-05-05,4
W14101,4,1,1,89,2022-05-05,4
W14106,8,1,1,569,2022-05-08,4
W14112,1,1,1,1510,2022-05-06,4
W14122,5,1,1,721,2022-05-07,4
W14132,1,1,1,1666,2022-05-07,4
W14143,1,1,1,1546,2022-05-07,4
W14147,1,1,2,1732,2022-05-07,4
W14149,7,1,2,978,2022-05-08,4
W14165,26,1,1,89,2022-05-08,4
W14171,1,1,1,1545,2022-05-08,4
W14192,7,1,2,826,2022-05-11,5
W14193,2,1,1,1623,2022-05-10,4
W14201,5,1,1,561,2022-05-10,4
W14210,5,1,1,744,2022-05-10,4
W14228,2,1,1,29,2022-05-12,1
W14228,2,1,1,568,2022-05-12,4
W14234,2,1,1,127,2022-05-14,4
W14244,2,1,1,263,2022-05-12,5
W14250,2,1,1,0,2022-05-13,4
W14251,5,1,3,3077,2022-05-13,4
W14259,1,1,1,485,2022-05-13,4
W14261,2,1,1,1273,2022-05-14,4
W14262,1,1,1,83,2022-05-13,4
W14277,3,1,2,944,2022-05-15,4
W14291,2,1,1,0,2022-05-14,4
W14292,5,1,1,573,2022-05-15,4
W14298,1,1,1,1591,2022-05-15,4
W14301,3,1,1,1024,2022-05-15,4
W14311,2,1,2,810,2022-05-15,4
W14313,1,1,1,220,2022-05-15,4
W14317,4,1,2,1611,2022-05-15,4
W14318,2,1,1,706,2022-05-22,4
W14319,69,1,1,89,2022-05-16,4
W14320,1,1,1,1565,2022-05-16,4
W14325,2,1,1,1400,2022-05-16,4
W14338,1,1,3,4544,2022-05-16,4
W14351,1,1,1,611,2022-05-17,4
W14357,3,1,4,5239,2022-05-17,4
W14361,5,1,1,716,2022-07-13,4
W14365,14,1,3,2282,2022-05-19,4
